iter	Logloss
181	0.3603187657
182	0.3599922995
183	0.3597480226
184	0.3594008311
185	0.3590096739
186	0.3585556125
187	0.3580377319
188	0.3576743087
189	0.3572948987
190	0.3567436382
191	0.3562971566
192	0.3559029654
193	0.355674083
194	0.3551512529
195	0.3548171703
196	0.3543911862
197	0.3540835739
198	0.3536430996
199	0.3533121637
200	0.3529143748
201	0.3524017148
202	0.3522196604
203	0.3517531639
204	0.3513769361
205	0.3510118552
206	0.3505330385
207	0.3501907949
208	0.3500231248
209	0.3497956904
210	0.3493777832
211	0.3489447214
212	0.348682017
213	0.3483418463
214	0.34812996
215	0.3479148226
216	0.3476523275
217	0.3474178464
218	0.3472177258
219	0.3468641153
220	0.3466247674
221	0.3464591908
222	0.3463963989
223	0.34610138
224	0.3459931571
225	0.345917822
226	0.3455673169
227	0.3451932482
228	0.3449030468
229	0.3447337967
230	0.3441842543
231	0.343895629
232	0.3436680272
233	0.3433044224
234	0.3430352809
235	0.3426945108
236	0.3424472627
237	0.3422569139
238	0.3419768472
239	0.3415292435
240	0.3412749756
241	0.3411396823
242	0.3409359089
243	0.3405660636
244	0.3403029857
245	0.3400315922
246	0.3397215024
247	0.3393066076
248	0.3390636561
249	0.3387375805
250	0.3385134049
251	0.3381591005
252	0.3378805047
253	0.3376224975
254	0.337300814
255	0.3369620305
256	0.3368170012
257	0.3365423923
258	0.3361885295
259	0.3359763141
260	0.3356381662
261	0.3354162396
262	0.3351764794
263	0.334880182
264	0.3346685803
265	0.3344435117
266	0.3343222996
267	0.3339150095
268	0.3337225914
269	0.3334287204
270	0.3332078821
271	0.3329788287
272	0.3328163905
273	0.332534921
274	0.332376959
275	0.3321444405
276	0.3317529496
277	0.3314757058
278	0.3312360241
279	0.3308611253
280	0.3305128464
281	0.3302298867
282	0.3300125182
283	0.3298972492
284	0.3296027972
285	0.329499637
286	0.329222344
287	0.3289293867
288	0.3287607113
289	0.3284863504
290	0.32842612
291	0.3283532206
292	0.3281919934
293	0.3279217039
294	0.3277530373
295	0.3274872989
296	0.3273067237
297	0.3271942617
298	0.3271083826
299	0.3269343957
300	0.3268320331
301	0.3266212664
302	0.3263764169
303	0.3262643678
304	0.3261107361
305	0.3258831286
306	0.3257090309
307	0.3255522329
308	0.3254417288
309	0.3252400214
310	0.3250651458
311	0.3248843682
312	0.3247147981
313	0.3245456124
314	0.3243390726
315	0.3242737605
316	0.3240695015
317	0.3239022619
318	0.3236832571
319	0.3235777563
320	0.3235265241
321	0.3233881352
322	0.3233223822
323	0.3230735948
324	0.3229049811
325	0.3227058728
326	0.3224679947
327	0.3221697164
328	0.3219289978
329	0.3218016064
330	0.321746166
331	0.3214681437
332	0.3212178908
333	0.3209195666
334	0.3207675474
335	0.3206397222
336	0.3204776616
337	0.3203112562
338	0.3201762537
339	0.3200090078
340	0.319923802
341	0.3198525159
342	0.3196332098
343	0.3194860057
344	0.3193365932
345	0.3191591705
346	0.3189327255
347	0.318692446
348	0.3185206522
349	0.3182759324
350	0.318042196
351	0.3179552624
352	0.3179517994
353	0.3177064892
354	0.3176106073
355	0.3174259886
356	0.3173298422
357	0.3170967352
358	0.3169732163
359	0.3167788451
360	0.3164985343
361	0.3163300846
362	0.3161733285
363	0.3159846809
364	0.3157738721
365	0.3156421498
366	0.3155207413
367	0.3152048159
368	0.3150771187
369	0.3150143249
370	0.3148600651
371	0.3147457416
372	0.3144473683
373	0.3143619491
374	0.3140855255
375	0.3139088288
376	0.3136832251
377	0.3135874498
378	0.313441366
379	0.3132664734
380	0.3130832027
381	0.3129608204
382	0.312642904
383	0.3125717038
384	0.3123432892
385	0.3122785872
386	0.3121109662
387	0.3119443699
388	0.3118017632
389	0.3115758255
390	0.3114383354
391	0.3112588853
392	0.3111187555
393	0.3109081491
394	0.3106756625
395	0.3105434334
396	0.3103747737
397	0.3101937605
398	0.3099915759
399	0.3097721073
400	0.3096795189
401	0.3093854045
402	0.3091926319
403	0.3090781681
404	0.3089757749
405	0.308861015
406	0.3087136885
407	0.3085050252
408	0.3084223866
409	0.308342754
410	0.3082252917
411	0.308075247
412	0.3079564251
413	0.307900699
414	0.307762288
415	0.3076902806
416	0.3075493138
417	0.3074216928
418	0.3072299133
419	0.3070635
420	0.3070112596
421	0.306873839
422	0.306711572
423	0.3065873894
424	0.306452573
425	0.3063677416
426	0.3063004638
427	0.305995293
428	0.305952597
429	0.3058928653
430	0.3056254044
431	0.3055552957
432	0.3054205183
433	0.3051856986
434	0.3051026128
435	0.304969279
436	0.3048724996
437	0.3047165565
438	0.3046495402
439	0.304516559
440	0.3041751512
441	0.3039907774
442	0.3038527017
443	0.3037380975
444	0.3036642283
445	0.3034431097
446	0.3032719413
447	0.3031303926
448	0.3029101817
449	0.3027273238
450	0.302561718
451	0.3023717265
452	0.302273605
453	0.3022334709
454	0.3020842276
455	0.3018998806
456	0.3017488397
457	0.301581635
458	0.3014696178
459	0.3013675488
460	0.3012952451
461	0.3010563398
462	0.3009265239
463	0.3008366602
464	0.3008201067
465	0.3007300141
466	0.3006472221
467	0.3005127425
468	0.3004161625
469	0.3002187983
470	0.3000850349
471	0.3000377177
472	0.2999775219
473	0.2998250211
474	0.2997221202
475	0.2995331391
476	0.2993435146
477	0.2991427405
478	0.2989868828
479	0.2989146858
480	0.2986825002
481	0.298594876
482	0.2984889847
483	0.2984159673
484	0.2983520104
485	0.2982364881
486	0.2980650593
487	0.2979837156
488	0.2978573066
489	0.2977119246
490	0.297616143
491	0.2974418576
492	0.2972765605
493	0.2971305104
494	0.2970386285
495	0.2969762369
496	0.2969011124
497	0.2968298093
498	0.2967904241
499	0.2966650724
500	0.2965946036
501	0.2965458528
502	0.296430046
503	0.2963110416
504	0.2961015496
505	0.2960016928
506	0.2958392723
507	0.2956962623
508	0.2955992093
509	0.2954779188
510	0.2952822363
511	0.2952554966
512	0.295049061
513	0.2949857347
514	0.2949662327
515	0.2947955255
516	0.2947505932
517	0.2946708899
518	0.2945231208
519	0.2944695292
520	0.2943921425
521	0.294217097
522	0.2940936016
523	0.2938868395
524	0.293629689
525	0.2935531454
526	0.2934045026
527	0.2931630206
528	0.2929781702
529	0.2929213146
530	0.2928523192
531	0.2927916461
532	0.2927392496
533	0.2927010702
534	0.2925844132
535	0.2923109159
536	0.2922413892
537	0.2921958975
538	0.292081528
539	0.2920150492
540	0.2919753595
541	0.2918765594
542	0.2918052079
543	0.2917196573
544	0.2915934393
545	0.2914548796
546	0.2913795263
547	0.29113874
548	0.291085659
549	0.2910197513
550	0.2908836663
551	0.2908480407
552	0.2907187103
553	0.2906203116
554	0.2904403353
555	0.290337627
556	0.2902106483
557	0.2900392016
558	0.2900111277
559	0.2898364652
560	0.2897479002
561	0.2896319262
562	0.2895749237
563	0.2894969122
564	0.2893293429
565	0.2892796009
566	0.289239421
567	0.2891851138
568	0.2889842787
569	0.2887904391
570	0.2887541234
571	0.2887164073
572	0.2885928579
573	0.2885142892
574	0.2882682964
575	0.2881577189
576	0.2880169438
577	0.2878606605
578	0.2877009839
579	0.2875754716
580	0.2874644789
581	0.2873546244
582	0.2872019697
583	0.2871222499
584	0.2869298823
585	0.286785321
586	0.2866973662
587	0.2864498561
588	0.2862712124
589	0.2861703229
590	0.2860531585
591	0.2860278125
592	0.28595305
593	0.2857251864
594	0.2856289583
595	0.2854413632
596	0.285385308
597	0.2852472852
598	0.285178713
599	0.2851244326
600	0.2850579092
601	0.2849487768
602	0.2848367286
603	0.2847267949
604	0.2846087202
605	0.2845757184
606	0.2844866462
607	0.2844052253
608	0.2843438907
609	0.2842816756
610	0.2842130425
611	0.2840330991
612	0.2839227844
613	0.2838393358
614	0.2837566591
615	0.2835175237
616	0.2832425587
617	0.2830789178
618	0.2829633523
619	0.2828229121
620	0.2827063138
621	0.2825606343
622	0.2824875159
623	0.2823120854
624	0.2821885161
625	0.2819771805
626	0.2819221241
627	0.2817949492
628	0.281663617
629	0.2814416124
630	0.2813602936
631	0.2812585289
632	0.2812389576
633	0.2811634552
634	0.2810553159
635	0.2809499708
636	0.2808780027
637	0.2807583722
638	0.2806367261
639	0.2805744036
640	0.2803861832
641	0.2801630631
642	0.2800105639
643	0.2799137792
644	0.279855636
645	0.2798045103
646	0.2797533054
647	0.2796673283
648	0.2795023854
649	0.2794814659
650	0.27944674
651	0.279316975
652	0.2792049675
653	0.2790738825
654	0.2790393803
655	0.2789850361
656	0.2787991323
657	0.2787005481
658	0.2785329966
659	0.278383302
660	0.2782646106
661	0.2781034697
662	0.2780251978
663	0.2779387738
664	0.2778960684
665	0.2777889185
666	0.2776689759
667	0.2775401475
668	0.2774218135
669	0.2772911991
670	0.2772038229
671	0.2770221994
672	0.2769892579
673	0.2768596358
674	0.2767625354
675	0.2766684978
676	0.2765791445
677	0.27652967
678	0.2763603818
679	0.276291391
680	0.2762449825
681	0.2761486974
682	0.2760307692
683	0.2759819789
684	0.2758822467
685	0.2757939406
686	0.2757008561
687	0.2756262469
688	0.2755327676
689	0.2754341594
690	0.2751955804
691	0.2751650755
692	0.275090754
693	0.2750011494
694	0.2749008803
695	0.2748772189
696	0.2747543321
697	0.2746748714
698	0.274542341
699	0.2743938049
700	0.2743211132
701	0.2742647029
702	0.2741668105
703	0.2740955286
704	0.2739472232
705	0.2739235891
706	0.2738740023
707	0.2736871013
708	0.2735273384
709	0.2734082136
710	0.2733293287
711	0.2732055837
712	0.273128124
713	0.2730423932
714	0.2728387914
715	0.2727875457
716	0.272654629
717	0.2725883543
718	0.272545431
719	0.2724635629
720	0.2723856234
721	0.2722815056
722	0.2721573396
723	0.2721049899
724	0.2720051346
725	0.2718047659
726	0.2716864048
727	0.2715283689
728	0.2713435046
729	0.2713118775
730	0.2711737465
731	0.2710570623
732	0.2710096103
733	0.2708828741
734	0.2706880539
735	0.270596912
736	0.2704237962
737	0.2702620184
738	0.2701212621
739	0.2699486649
740	0.2696858647
741	0.2695749283
742	0.2693945533
743	0.2693555025
744	0.2692704289
745	0.269183812
746	0.2691041202
747	0.2689648795
748	0.2688808145
749	0.2687670441
750	0.2686704312
751	0.2684575583
752	0.2680986239
753	0.2679865254
754	0.2677927558
755	0.2676778443
756	0.2676061937
757	0.2674128016
758	0.2673695108
759	0.2673453553
760	0.2672432933
761	0.2671832549
762	0.2670007808
763	0.2669009158
764	0.2667879812
765	0.2666436165
766	0.2665418305
767	0.266442434
768	0.266395672
769	0.2662757504
770	0.2661760985
771	0.266049738
772	0.2658866024
773	0.2657966271
774	0.2657246473
775	0.2656181526
776	0.2655256673
777	0.2654740897
778	0.2653355086
779	0.2651962943
780	0.2651005604
781	0.26504549
782	0.2649590315
783	0.2648127573
784	0.2646802188
785	0.2644912607
786	0.2641968646
787	0.264136734
788	0.2639536995
789	0.2639300813
790	0.2639257147
791	0.2638161066
792	0.263716188
793	0.2636223016
794	0.2635445669
795	0.2634288761
796	0.2633710388
797	0.2632946307
798	0.2632031361
799	0.2629975992
800	0.2628712194
801	0.2628268283
802	0.2625923983
803	0.262361426
804	0.2622527748
805	0.2621438796
806	0.2619453606
807	0.2617863446
808	0.2617057094
809	0.2616565232
810	0.2615766841
811	0.2614942237
812	0.2614245829
813	0.2613602618
814	0.2611960229
815	0.2611163651
816	0.2609790108
817	0.2608563023
818	0.2608163629
819	0.2606864376
820	0.26057899
821	0.2603527932
822	0.2601580008
823	0.2599213043
824	0.2597426988
825	0.2595877374
826	0.2594401859
827	0.2592893309
828	0.2591797893
829	0.259029692
830	0.2589961971
831	0.258908433
832	0.2587672653
833	0.2586495582
834	0.2585847404
835	0.2584977165
836	0.258347605
837	0.2582805042
838	0.2581869322
839	0.2581136206
840	0.2579579049
841	0.257832044
842	0.2576030409
843	0.2574272022
844	0.2572825557
845	0.2571768715
846	0.257020569
847	0.2568642924
848	0.2566459835
849	0.2565625426
850	0.2563491201
851	0.2561939618
852	0.2560928703
853	0.2559215469
854	0.255823049
855	0.2557506814
856	0.255693899
857	0.255554193
858	0.255469985
859	0.2553866394
860	0.2553022279
861	0.2551241569
862	0.2549854921
863	0.2548896659
864	0.2548105014
865	0.2546425339
866	0.2545697026
867	0.2544254101
868	0.2543882288
869	0.2542628267
870	0.2541600594
871	0.2540442211
872	0.2539653332
873	0.2539093962
874	0.2537722023
875	0.2537115725
876	0.2535546834
877	0.2534550773
878	0.2533703697
879	0.2532387288
880	0.2531246145
881	0.2529601148
882	0.2528636568
883	0.2527324375
884	0.2525408121
885	0.2524315972
886	0.2522646109
887	0.2520460501
888	0.2518994308
889	0.2517692716
890	0.2516785697
891	0.2514403538
892	0.2512542533
893	0.2511478127
894	0.2510471051
895	0.250989051
896	0.2508644013
897	0.2507603872
898	0.2507544298
899	0.2506904589
900	0.2505899601
901	0.2505533909
902	0.2504796851
903	0.2504344441
904	0.2503299636
905	0.25027457
906	0.2501523021
907	0.2500396938
908	0.2499620633
909	0.2498684202
910	0.2497439792
911	0.2495746842
912	0.249508399
913	0.2493664606
914	0.2491329663
915	0.24909814
916	0.248941177
917	0.2487431137
918	0.2486179657
919	0.2485885918
920	0.2484423174
921	0.2482496524
922	0.2481266174
923	0.2480088605
924	0.2478815085
925	0.2477170869
926	0.2476599032
927	0.2475311417
928	0.2473915162
929	0.2472094255
930	0.2470450469
931	0.2469009573
932	0.2467917395
933	0.2466719443
934	0.2466359604
935	0.2465626158
936	0.2464858386
937	0.2463407518
938	0.2462278782
939	0.2460690659
940	0.2459470552
941	0.245841523
942	0.2457514824
943	0.2456426035
944	0.2454814214
945	0.2454061794
946	0.2453088739
947	0.2451901149
948	0.2450036452
949	0.2449107465
950	0.2447814285
951	0.2446845026
952	0.2445324397
953	0.2444271414
954	0.2442037196
955	0.2441418306
956	0.2440566858
957	0.2439651327
958	0.2438588232
959	0.2437787425
960	0.243615163
961	0.2434807167
962	0.2433786574
963	0.2432763883
964	0.2432299779
965	0.2431113546
966	0.2430054782
967	0.242899153
968	0.2426524003
969	0.2425671173
970	0.2423676758
971	0.2422327847
972	0.2421406541
973	0.2419037256
974	0.2417191584
975	0.2416268643
976	0.2415580395
977	0.2413853032
978	0.2412508442
979	0.2411728386
980	0.2411060156
981	0.2410221538
982	0.2409245577
983	0.2408319387
984	0.2406855881
985	0.2405977213
986	0.2404914898
987	0.2403703462
988	0.2402865326
989	0.2401599129
990	0.2400669515
991	0.23993513
992	0.2398664995
993	0.2398044088
994	0.2396850266
995	0.2395875281
996	0.2395010707
997	0.2393017803
998	0.2391434034
999	0.2390218177
